[ 2013-11-05T10:08:01+08:00 ] / | INFO: Tag[ app_begin ] --START--
[ 2013-11-05T10:08:07+08:00 ] / | SQL: SELECT COUNT(*) AS tp_count FROM `news` join newtype on newtype.id=news.newtype LIMIT 1   [ RunTime:0.014537s ]
[ 2013-11-05T10:08:07+08:00 ] / | SQL: SELECT news.id,news.newtitle,news.author,news.fstcreate,news.newcontent,`count`,`typename`,`entypename`,`newimg` FROM `news` join newtype on newtype.id=news.newtype ORDER BY id desc  LIMIT 0,32   [ RunTime:0.004328s ]
[ 2013-11-05T10:08:07+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-11-05T10:08:07+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.020359s ]
[ 2013-11-05T10:08:07+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-2.718237s ]
[ 2013-11-05T10:08:07+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-11-05T10:08:07+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.072717s ]
[ 2013-11-05T10:08:07+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-2.318311s ]
[ 2013-11-05T10:08:07+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-11-05T10:08:07+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.001668s ]
[ 2013-11-05T10:08:07+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000263s ]
[ 2013-11-05T10:08:07+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000066s ]
[ 2013-11-05T10:08:07+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000496s ]
[ 2013-11-05T10:08:07+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-2.220180s ]
[ 2013-11-05T10:08:07+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-11-05T10:08:07+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.003036s ]
[ 2013-11-05T10:08:07+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-2.815747s ]
[ 2013-11-05T10:08:07+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-11-05T10:08:08+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.036778s ]
[ 2013-11-05T10:08:08+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-2.398269s ]
[ 2013-11-05T10:08:08+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-11-05T10:08:08+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000292s ]
[ 2013-11-05T10:08:08+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000226s ]
[ 2013-11-05T10:08:08+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000070s ]
[ 2013-11-05T10:08:08+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000400s ]
[ 2013-11-05T10:08:08+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-2.264133s ]
[ 2013-11-05T10:08:08+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-11-05T10:08:08+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.002116s ]
[ 2013-11-05T10:08:08+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-2.858157s ]
[ 2013-11-05T10:08:08+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-11-05T10:08:08+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.035674s ]
[ 2013-11-05T10:08:08+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-2.439645s ]
[ 2013-11-05T10:08:08+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-11-05T10:08:08+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000972s ]
[ 2013-11-05T10:08:08+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000471s ]
[ 2013-11-05T10:08:08+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000077s ]
[ 2013-11-05T10:08:08+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000636s ]
[ 2013-11-05T10:08:08+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-2.304434s ]
[ 2013-11-05T10:08:08+08:00 ] / | INFO: Tag[ view_end ] --START--
[ 2013-11-05T10:08:08+08:00 ] / | INFO: Run ShowPageTrace Behavior [ RunTime:0.020797s ]
[ 2013-11-05T10:08:08+08:00 ] / | INFO: Tag[ view_end ] --END-- [ RunTime:0.021150s ]
[ 2013-11-05T10:08:11+08:00 ] /article/delicacies.html | INFO: Tag[ route_check ] --START--
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run CheckRoute Behavior [ RunTime:0.048455s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.048583s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ app_begin ] --START--
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001613s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001694s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | SQL: SHOW COLUMNS FROM `indexmenu` [ RunTime:0.003016s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | SQL: SELECT * FROM `indexmenu` WHERE isdel=0 ORDER BY sort  [ RunTime:0.001149s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_template ] --START--
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run LocationTemplate Behavior [ RunTime:0.006172s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_template ] --END-- [ RunTime:0.006295s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_parse ] --START--
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | NOTIC: [8] Undefined index:  uname 04b74bac16018df793b2b10a9602b31e.php 第 16 行.
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run ParseTemplate Behavior [ RunTime:0.027635s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_parse ] --END-- [ RunTime:0.027758s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_filter ] --START--
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run ContentReplace Behavior [ RunTime:0.001147s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run TokenBuild Behavior [ RunTime:0.001045s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000927s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run ShowRuntime Behavior [ RunTime:0.001427s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004717s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | SQL: SHOW COLUMNS FROM `news` [ RunTime:0.003052s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | SQL: SELECT `id`,`newtitle`,`count` FROM `news` ORDER BY count LIMIT 10   [ RunTime:0.009703s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_template ] --START--
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run LocationTemplate Behavior [ RunTime:0.001230s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_template ] --END-- [ RunTime:-0.046107s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_parse ] --START--
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run ParseTemplate Behavior [ RunTime:0.004728s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.019676s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_filter ] --START--
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run ContentReplace Behavior [ RunTime:0.000100s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run TokenBuild Behavior [ RunTime:0.000070s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000021s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run ShowRuntime Behavior [ RunTime:0.000122s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.019785s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_template ] --START--
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run LocationTemplate Behavior [ RunTime:0.001313s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_template ] --END-- [ RunTime:-0.052902s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_parse ] --START--
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run ParseTemplate Behavior [ RunTime:0.002692s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.026533s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_filter ] --START--
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run ContentReplace Behavior [ RunTime:0.000086s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run TokenBuild Behavior [ RunTime:0.000069s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000021s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run ShowRuntime Behavior [ RunTime:0.000117s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.024608s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | SQL: SELECT `id`,`newtitle`,`fstcreate` FROM `news` ORDER BY id LIMIT 10   [ RunTime:0.000569s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | SQL: SELECT `id`,`newtitle`,`fstcreate`,`count` FROM `news` ORDER BY count,id LIMIT 10   [ RunTime:0.007649s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | SQL: SELECT news.id,count(comment.type) as counts,news.newtitle FROM `news` left join comment on comment.type=news.id WHERE comment.isdel=1 GROUP BY comment.type ORDER BY counts desc  [ RunTime:0.000826s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_template ] --START--
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run LocationTemplate Behavior [ RunTime:0.001034s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_template ] --END-- [ RunTime:-0.067774s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_parse ] --START--
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run ParseTemplate Behavior [ RunTime:0.008748s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.042593s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_filter ] --START--
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run ContentReplace Behavior [ RunTime:0.000102s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run TokenBuild Behavior [ RunTime:0.000068s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000027s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run ShowRuntime Behavior [ RunTime:0.000121s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.046727s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | SQL: SHOW COLUMNS FROM `newtype` [ RunTime:0.003218s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | SQL: SELECT * FROM `newtype` WHERE isdel=0   [ RunTime:0.001491s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_template ] --START--
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run LocationTemplate Behavior [ RunTime:0.001289s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_template ] --END-- [ RunTime:-0.085147s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_parse ] --START--
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run ParseTemplate Behavior [ RunTime:0.004446s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.058765s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_filter ] --START--
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run ContentReplace Behavior [ RunTime:0.000086s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run TokenBuild Behavior [ RunTime:0.000073s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000022s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run ShowRuntime Behavior [ RunTime:0.000119s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.058594s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | SQL: SELECT COUNT(*) AS tp_count FROM `news` join newtype on newtype.id=news.newtype WHERE ( `entypename` = 'delicacies' ) LIMIT 1   [ RunTime:0.007907s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | SQL: SELECT news.id,news.newtitle,news.author,news.fstcreate,news.newcontent,`count`,`typename`,`entypename`,`newimg` FROM `news` join newtype on newtype.id=news.newtype WHERE ( `entypename` = 'delicacies' ) ORDER BY id desc  LIMIT 0,10   [ RunTime:0.001911s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_template ] --START--
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run LocationTemplate Behavior [ RunTime:0.004942s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_template ] --END-- [ RunTime:-0.102769s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_parse ] --START--
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run ParseTemplate Behavior [ RunTime:0.063959s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.080519s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_filter ] --START--
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run ContentReplace Behavior [ RunTime:0.000179s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run TokenBuild Behavior [ RunTime:0.000070s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000020s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run ShowRuntime Behavior [ RunTime:0.000130s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.139949s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_template ] --START--
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run LocationTemplate Behavior [ RunTime:0.001024s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_template ] --END-- [ RunTime:-0.173157s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_parse ] --START--
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run ParseTemplate Behavior [ RunTime:0.004160s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.146463s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_filter ] --START--
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run ContentReplace Behavior [ RunTime:0.000095s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run TokenBuild Behavior [ RunTime:0.000071s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000021s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run ShowRuntime Behavior [ RunTime:0.000118s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.146023s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_template ] --START--
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run LocationTemplate Behavior [ RunTime:0.003488s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_template ] --END-- [ RunTime:-0.179156s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_parse ] --START--
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run ParseTemplate Behavior [ RunTime:0.023006s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.154984s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_filter ] --START--
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run ContentReplace Behavior [ RunTime:0.000275s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run TokenBuild Behavior [ RunTime:0.000071s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000021s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run ShowRuntime Behavior [ RunTime:0.000188s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.173398s ]
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Tag[ view_end ] --START--
[ 2013-11-05T10:08:12+08:00 ] /article/delicacies.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.001274s ]
