[ 2013-12-18T09:23:27+08:00 ] / | INFO: Tag[ app_begin ] --START--
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000210s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.109524s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.002019s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-0.285559s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.005456s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.210777s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000138s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000117s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000034s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000225s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.118347s ]
[ 2013-12-18T09:23:28+08:00 ] / | SQL: SELECT `id`,`newtitle`,`fstcreate` FROM `news` ORDER BY id LIMIT 10   [ RunTime:0.000993s ]
[ 2013-12-18T09:23:28+08:00 ] / | SQL: SELECT `id`,`newtitle`,`fstcreate`,`count` FROM `news` ORDER BY count,id LIMIT 10   [ RunTime:0.000934s ]
[ 2013-12-18T09:23:28+08:00 ] / | SQL: SELECT news.id,count(comment.type) as counts,news.newtitle FROM `news` left join comment on comment.type=news.id WHERE comment.isdel=1 GROUP BY comment.type ORDER BY counts desc  [ RunTime:0.068153s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.002594s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-0.366594s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.037615s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.292461s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000192s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000117s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000034s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000202s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.232149s ]
[ 2013-12-18T09:23:28+08:00 ] / | SQL: SHOW COLUMNS FROM `newtype` [ RunTime:0.042434s ]
[ 2013-12-18T09:23:28+08:00 ] / | SQL: SELECT * FROM `newtype` WHERE isdel=0   [ RunTime:0.001014s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.002841s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-0.453137s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.007490s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.379376s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000518s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000126s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000035s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000203s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.289176s ]
[ 2013-12-18T09:23:28+08:00 ] / | SQL: SELECT COUNT(*) AS tp_count FROM `news` join newtype on newtype.id=news.newtype LIMIT 1   [ RunTime:0.004995s ]
[ 2013-12-18T09:23:28+08:00 ] / | SQL: SELECT news.id,news.newtitle,news.author,news.fstcreate,news.newcontent,`count`,`typename`,`entypename`,`newimg` FROM `news` join newtype on newtype.id=news.newtype ORDER BY id desc  LIMIT 0,32   [ RunTime:0.004518s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.004164s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-0.477756s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.048746s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.405618s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000903s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000226s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000069s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000507s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.356664s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.001810s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-0.534193s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.010043s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.459251s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000155s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000117s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000034s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000527s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.371393s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.001991s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-0.548015s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.039429s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.473265s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000572s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000118s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000034s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000321s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.414827s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_end ] --START--
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Run ShowPageTrace Behavior [ RunTime:0.002714s ]
[ 2013-12-18T09:23:28+08:00 ] / | INFO: Tag[ view_end ] --END-- [ RunTime:0.002843s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ app_begin ] --START--
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002220s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002418s ]
[ 2013-12-18T09:23:38+08:00 ] / | SQL: SHOW COLUMNS FROM `indexmenu` [ RunTime:0.003660s ]
[ 2013-12-18T09:23:38+08:00 ] / | SQL: SELECT * FROM `indexmenu` WHERE isdel=0 ORDER BY sort  [ RunTime:0.005018s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.005093s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:0.005252s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-12-18T09:23:38+08:00 ] / | NOTIC: [8] Undefined index:  uname 04b74bac16018df793b2b10a9602b31e.php 第 16 行.
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.044744s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:0.044887s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.002096s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.001712s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001379s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.002674s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:0.008210s ]
[ 2013-12-18T09:23:38+08:00 ] / | SQL: SHOW COLUMNS FROM `news` [ RunTime:0.004270s ]
[ 2013-12-18T09:23:38+08:00 ] / | SQL: SELECT `id`,`newtitle`,`count` FROM `news` ORDER BY count LIMIT 10   [ RunTime:0.001781s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.001704s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-0.060548s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.007311s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.017554s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000170s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000162s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000038s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000209s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.016801s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.001812s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-0.071424s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.004473s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.028471s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000141s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000114s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000034s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000198s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.024945s ]
[ 2013-12-18T09:23:38+08:00 ] / | SQL: SELECT `id`,`newtitle`,`fstcreate` FROM `news` ORDER BY id LIMIT 10   [ RunTime:0.000575s ]
[ 2013-12-18T09:23:38+08:00 ] / | SQL: SELECT `id`,`newtitle`,`fstcreate`,`count` FROM `news` ORDER BY count,id LIMIT 10   [ RunTime:0.000863s ]
[ 2013-12-18T09:23:38+08:00 ] / | SQL: SELECT news.id,count(comment.type) as counts,news.newtitle FROM `news` left join comment on comment.type=news.id WHERE comment.isdel=1 GROUP BY comment.type ORDER BY counts desc  [ RunTime:0.000733s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.001881s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-0.083138s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.014925s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.040250s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000178s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000113s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000034s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000202s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.047097s ]
[ 2013-12-18T09:23:38+08:00 ] / | SQL: SHOW COLUMNS FROM `newtype` [ RunTime:0.003698s ]
[ 2013-12-18T09:23:38+08:00 ] / | SQL: SELECT * FROM `newtype` WHERE isdel=0   [ RunTime:0.001297s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.001535s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-0.107289s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.006379s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.064025s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000136s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000115s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000037s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000651s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.062343s ]
[ 2013-12-18T09:23:38+08:00 ] / | SQL: SELECT COUNT(*) AS tp_count FROM `news` join newtype on newtype.id=news.newtype LIMIT 1   [ RunTime:0.001080s ]
[ 2013-12-18T09:23:38+08:00 ] / | SQL: SELECT news.id,news.newtitle,news.author,news.fstcreate,news.newcontent,`count`,`typename`,`entypename`,`newimg` FROM `news` join newtype on newtype.id=news.newtype ORDER BY id desc  LIMIT 0,32   [ RunTime:0.003077s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.001546s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-0.123075s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.023021s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.079839s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000478s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000111s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000034s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000254s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.094812s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.001896s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-0.149330s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.006170s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.106507s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000155s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000191s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000041s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000213s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.104607s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.001380s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-0.158959s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.006022s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.115543s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000611s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000127s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000036s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000782s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.113504s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_end ] --START--
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Run ShowPageTrace Behavior [ RunTime:0.002317s ]
[ 2013-12-18T09:23:38+08:00 ] / | INFO: Tag[ view_end ] --END-- [ RunTime:0.002460s ]
[ 2013-12-18T09:23:45+08:00 ] / | INFO: Tag[ app_begin ] --START--
[ 2013-12-18T09:23:45+08:00 ] / | INFO: Run ReadHtmlCache Behavior [ RunTime:0.004037s ]
[ 2013-12-18T09:23:45+08:00 ] / | INFO: Tag[ app_begin ] --END-- [ RunTime:0.004390s ]
[ 2013-12-18T09:23:45+08:00 ] / | SQL: SHOW COLUMNS FROM `indexmenu` [ RunTime:0.004368s ]
[ 2013-12-18T09:23:45+08:00 ] / | SQL: SELECT * FROM `indexmenu` WHERE isdel=0 ORDER BY sort  [ RunTime:0.009046s ]
[ 2013-12-18T09:23:45+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-12-18T09:23:45+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.007432s ]
[ 2013-12-18T09:23:45+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:0.007756s ]
[ 2013-12-18T09:23:45+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-12-18T09:23:45+08:00 ] / | NOTIC: [8] Undefined index:  uname 04b74bac16018df793b2b10a9602b31e.php 第 16 行.
[ 2013-12-18T09:23:45+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.053718s ]
[ 2013-12-18T09:23:45+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:0.053957s ]
[ 2013-12-18T09:23:45+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-12-18T09:23:45+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.003815s ]
[ 2013-12-18T09:23:45+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.002111s ]
[ 2013-12-18T09:23:45+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001473s ]
[ 2013-12-18T09:23:45+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.003097s ]
[ 2013-12-18T09:23:45+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:0.010978s ]
[ 2013-12-18T09:23:45+08:00 ] / | SQL: SHOW COLUMNS FROM `news` [ RunTime:0.006128s ]
