[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ app_begin ] --START--
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.374034s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000091s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000067s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000021s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000121s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.371630s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.001032s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-0.410671s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.006494s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.382827s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000304s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000114s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000021s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000154s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.380048s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_end ] --START--
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Run ShowPageTrace Behavior [ RunTime:0.001628s ]
[ 2013-12-03T12:21:36+08:00 ] / | INFO: Tag[ view_end ] --END-- [ RunTime:0.001734s ]
