[ 2013-11-11T10:04:41+08:00 ] / | INFO: Tag[ app_begin ] --START--
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-2.594721s ]
[ 2013-11-11T10:04:46+08:00 ] / | SQL: SHOW COLUMNS FROM `newtype` [ RunTime:0.102055s ]
[ 2013-11-11T10:04:46+08:00 ] / | SQL: SELECT * FROM `newtype` WHERE isdel=0   [ RunTime:0.003568s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.003734s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-3.070350s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.017759s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-2.858736s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.001008s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000220s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000074s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000390s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-2.726184s ]
[ 2013-11-11T10:04:46+08:00 ] / | SQL: SELECT COUNT(*) AS tp_count FROM `news` join newtype on newtype.id=news.newtype LIMIT 1   [ RunTime:0.014387s ]
[ 2013-11-11T10:04:46+08:00 ] / | SQL: SELECT news.id,news.newtitle,news.author,news.fstcreate,news.newcontent,`count`,`typename`,`entypename`,`newimg` FROM `news` join newtype on newtype.id=news.newtype ORDER BY id desc  LIMIT 0,32   [ RunTime:0.004149s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.028936s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-3.118483s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.058003s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-2.933291s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000874s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000265s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000067s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000627s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-2.841337s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.002699s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-3.210738s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.074539s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-2.997974s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000154s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000115s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000035s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000246s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-2.922061s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.001560s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:-3.289581s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.058074s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:-3.075468s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000575s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000112s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000034s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000271s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:-2.983372s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Tag[ view_end ] --START--
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Run ShowPageTrace Behavior [ RunTime:0.025119s ]
[ 2013-11-11T10:04:46+08:00 ] / | INFO: Tag[ view_end ] --END-- [ RunTime:0.025253s ]
